date,country,municipality,confirmed,deaths,recovered,active,pcr,lat,long,population,km_sq,population_mne,km_sq_mne
2020-06-04,Montenegro,Danilovgrad,3,0,3,0,96,42.55384,19.14608,18472,501,631219,13812
2020-06-04,Montenegro,Tivat,3,0,3,0,96,42.43639,18.69611,14031,46,631219,13812
2020-06-04,Montenegro,Bijelo Polje,7,0,7,0,96,43.03834,19.74758,46051,924,631219,13812
2020-06-04,Montenegro,Nikšić,34,0,34,0,96,42.7731,18.94446,72443,2065,631219,13812
2020-06-04,Montenegro,Plav,7,1,6,0,96,42.59694,19.94556,9081,328,631219,13812
2020-06-04,Montenegro,Gusinje,3,0,3,0,96,42.56194,19.83389,4027,157,631219,13812
2020-06-05,Montenegro,Tuzi,37,0,37,0,337,42.365556,19.331389,12096,236,631219,13812
2020-06-05,Montenegro,Podgorica,164,4,160,0,337,42.441286,19.262892,185937,1399,631219,13812
2020-06-05,Montenegro,Bar,23,0,23,0,337,42.099998,19.1,42048,598,631219,13812
2020-06-05,Montenegro,Andrijevica,7,0,7,0,337,42.73389,19.79194,5071,283,631219,13812
2020-06-05,Montenegro,Herceg Novi,6,1,5,0,337,42.45295,18.531203,30864,235,631219,13812
2020-06-05,Montenegro,Budva,7,0,7,0,337,42.28639,18.84,19218,122,631219,13812
2020-06-05,Montenegro,Ulcinj,23,1,22,0,337,41.92936,19.22436,19921,255,631219,13812
2020-06-05,Montenegro,Danilovgrad,3,0,3,0,337,42.55384,19.14608,18472,501,631219,13812
2020-06-05,Montenegro,Tivat,3,0,3,0,337,42.43639,18.69611,14031,46,631219,13812
2020-06-05,Montenegro,Bijelo Polje,7,0,7,0,337,43.03834,19.74758,46051,924,631219,13812
2020-06-05,Montenegro,Nikšić,34,0,34,0,337,42.7731,18.94446,72443,2065,631219,13812
2020-06-05,Montenegro,Plav,7,1,6,0,337,42.59694,19.94556,9081,328,631219,13812
2020-06-05,Montenegro,Gusinje,3,0,3,0,337,42.56194,19.83389,4027,157,631219,13812
2020-06-06,Montenegro,Tuzi,37,0,37,0,394,42.365556,19.331389,12096,236,631219,13812
2020-06-06,Montenegro,Podgorica,164,4,160,0,394,42.441286,19.262892,185937,1399,631219,13812
2020-06-06,Montenegro,Bar,23,0,23,0,394,42.099998,19.1,42048,598,631219,13812
2020-06-06,Montenegro,Andrijevica,7,0,7,0,394,42.73389,19.79194,5071,283,631219,13812
2020-06-06,Montenegro,Herceg Novi,6,1,5,0,394,42.45295,18.531203,30864,235,631219,13812
2020-06-06,Montenegro,Budva,7,0,7,0,394,42.28639,18.84,19218,122,631219,13812
2020-06-06,Montenegro,Ulcinj,23,1,22,0,394,41.92936,19.22436,19921,255,631219,13812
2020-06-06,Montenegro,Danilovgrad,3,0,3,0,394,42.55384,19.14608,18472,501,631219,13812
2020-06-06,Montenegro,Tivat,3,0,3,0,394,42.43639,18.69611,14031,46,631219,13812
2020-06-06,Montenegro,Bijelo Polje,7,0,7,0,394,43.03834,19.74758,46051,924,631219,13812
2020-06-06,Montenegro,Nikšić,34,0,34,0,394,42.7731,18.94446,72443,2065,631219,13812
2020-06-06,Montenegro,Plav,7,1,6,0,394,42.59694,19.94556,9081,328,631219,13812
2020-06-06,Montenegro,Gusinje,3,0,3,0,394,42.56194,19.83389,4027,157,631219,13812
2020-06-07,Montenegro,Tuzi,37,0,37,0,NA,42.365556,19.331389,12096,236,631219,13812
2020-06-07,Montenegro,Podgorica,164,4,160,0,NA,42.441286,19.262892,185937,1399,631219,13812
2020-06-07,Montenegro,Bar,23,0,23,0,NA,42.099998,19.1,42048,598,631219,13812
2020-06-07,Montenegro,Andrijevica,7,0,7,0,NA,42.73389,19.79194,5071,283,631219,13812
2020-06-07,Montenegro,Herceg Novi,6,1,5,0,NA,42.45295,18.531203,30864,235,631219,13812
2020-06-07,Montenegro,Budva,7,0,7,0,NA,42.28639,18.84,19218,122,631219,13812
2020-06-07,Montenegro,Ulcinj,23,1,22,0,NA,41.92936,19.22436,19921,255,631219,13812
2020-06-07,Montenegro,Danilovgrad,3,0,3,0,NA,42.55384,19.14608,18472,501,631219,13812
2020-06-07,Montenegro,Tivat,3,0,3,0,NA,42.43639,18.69611,14031,46,631219,13812
2020-06-07,Montenegro,Bijelo Polje,7,0,7,0,NA,43.03834,19.74758,46051,924,631219,13812
2020-06-07,Montenegro,Nikšić,34,0,34,0,NA,42.7731,18.94446,72443,2065,631219,13812
2020-06-07,Montenegro,Plav,7,1,6,0,NA,42.59694,19.94556,9081,328,631219,13812
2020-06-07,Montenegro,Gusinje,3,0,3,0,NA,42.56194,19.83389,4027,157,631219,13812
2020-06-08,Montenegro,Tuzi,37,0,37,0,NA,42.365556,19.331389,12096,236,631219,13812
2020-06-08,Montenegro,Podgorica,164,4,160,0,NA,42.441286,19.262892,185937,1399,631219,13812
2020-06-08,Montenegro,Bar,23,0,23,0,NA,42.099998,19.1,42048,598,631219,13812
2020-06-08,Montenegro,Andrijevica,7,0,7,0,NA,42.73389,19.79194,5071,283,631219,13812
2020-06-08,Montenegro,Herceg Novi,6,1,5,0,NA,42.45295,18.531203,30864,235,631219,13812
2020-06-08,Montenegro,Budva,7,0,7,0,NA,42.28639,18.84,19218,122,631219,13812
2020-06-08,Montenegro,Ulcinj,23,1,22,0,NA,41.92936,19.22436,19921,255,631219,13812
2020-06-08,Montenegro,Danilovgrad,3,0,3,0,NA,42.55384,19.14608,18472,501,631219,13812
2020-06-08,Montenegro,Tivat,3,0,3,0,NA,42.43639,18.69611,14031,46,631219,13812
2020-06-08,Montenegro,Bijelo Polje,7,0,7,0,NA,43.03834,19.74758,46051,924,631219,13812
2020-06-08,Montenegro,Nikšić,34,0,34,0,NA,42.7731,18.94446,72443,2065,631219,13812
2020-06-08,Montenegro,Plav,7,1,6,0,NA,42.59694,19.94556,9081,328,631219,13812
2020-06-08,Montenegro,Gusinje,3,0,3,0,NA,42.56194,19.83389,4027,157,631219,13812
2020-06-09,Montenegro,Tuzi,37,0,37,0,NA,42.365556,19.331389,12096,236,631219,13812
2020-06-09,Montenegro,Podgorica,164,4,160,0,NA,42.441286,19.262892,185937,1399,631219,13812
2020-06-09,Montenegro,Bar,23,0,23,0,NA,42.099998,19.1,42048,598,631219,13812
2020-06-09,Montenegro,Andrijevica,7,0,7,0,NA,42.73389,19.79194,5071,283,631219,13812
2020-06-09,Montenegro,Herceg Novi,6,1,5,0,NA,42.45295,18.531203,30864,235,631219,13812
2020-06-09,Montenegro,Budva,7,0,7,0,NA,42.28639,18.84,19218,122,631219,13812
2020-06-09,Montenegro,Ulcinj,23,1,22,0,NA,41.92936,19.22436,19921,255,631219,13812
2020-06-09,Montenegro,Danilovgrad,3,0,3,0,NA,42.55384,19.14608,18472,501,631219,13812
2020-06-09,Montenegro,Tivat,3,0,3,0,NA,42.43639,18.69611,14031,46,631219,13812
2020-06-09,Montenegro,Bijelo Polje,7,0,7,0,NA,43.03834,19.74758,46051,924,631219,13812
2020-06-09,Montenegro,Nikšić,34,0,34,0,NA,42.7731,18.94446,72443,2065,631219,13812
2020-06-09,Montenegro,Plav,7,1,6,0,NA,42.59694,19.94556,9081,328,631219,13812
2020-06-09,Montenegro,Gusinje,3,0,3,0,NA,42.56194,19.83389,4027,157,631219,13812
2020-06-10,Montenegro,Tuzi,37,0,37,0,NA,42.365556,19.331389,12096,236,631219,13812
2020-06-10,Montenegro,Podgorica,164,4,160,0,NA,42.441286,19.262892,185937,1399,631219,13812
2020-06-10,Montenegro,Bar,23,0,23,0,NA,42.099998,19.1,42048,598,631219,13812
2020-06-10,Montenegro,Andrijevica,7,0,7,0,NA,42.73389,19.79194,5071,283,631219,13812
2020-06-10,Montenegro,Herceg Novi,6,1,5,0,NA,42.45295,18.531203,30864,235,631219,13812
2020-06-10,Montenegro,Budva,7,0,7,0,NA,42.28639,18.84,19218,122,631219,13812
2020-06-10,Montenegro,Ulcinj,23,1,22,0,NA,41.92936,19.22436,19921,255,631219,13812
2020-06-10,Montenegro,Danilovgrad,3,0,3,0,NA,42.55384,19.14608,18472,501,631219,13812
2020-06-10,Montenegro,Tivat,3,0,3,0,NA,42.43639,18.69611,14031,46,631219,13812
2020-06-10,Montenegro,Bijelo Polje,7,0,7,0,NA,43.03834,19.74758,46051,924,631219,13812
2020-06-10,Montenegro,Nikšić,34,0,34,0,NA,42.7731,18.94446,72443,2065,631219,13812
2020-06-10,Montenegro,Plav,7,1,6,0,NA,42.59694,19.94556,9081,328,631219,13812
2020-06-10,Montenegro,Gusinje,3,0,3,0,NA,42.56194,19.83389,4027,157,631219,13812
2020-06-11,Montenegro,Tuzi,37,0,37,0,120,42.365556,19.331389,12096,236,631219,13812
2020-06-11,Montenegro,Podgorica,164,4,160,0,120,42.441286,19.262892,185937,1399,631219,13812
2020-06-11,Montenegro,Bar,23,0,23,0,120,42.099998,19.1,42048,598,631219,13812
2020-06-11,Montenegro,Andrijevica,7,0,7,0,120,42.73389,19.79194,5071,283,631219,13812
2020-06-11,Montenegro,Herceg Novi,6,1,5,0,120,42.45295,18.531203,30864,235,631219,13812
2020-06-11,Montenegro,Budva,7,0,7,0,120,42.28639,18.84,19218,122,631219,13812
2020-06-11,Montenegro,Ulcinj,23,1,22,0,120,41.92936,19.22436,19921,255,631219,13812
2020-06-11,Montenegro,Danilovgrad,3,0,3,0,120,42.55384,19.14608,18472,501,631219,13812
2020-06-11,Montenegro,Tivat,3,0,3,0,120,42.43639,18.69611,14031,46,631219,13812
2020-06-11,Montenegro,Bijelo Polje,7,0,7,0,120,43.03834,19.74758,46051,924,631219,13812
2020-06-11,Montenegro,Nikšić,34,0,34,0,120,42.7731,18.94446,72443,2065,631219,13812
2020-06-11,Montenegro,Plav,7,1,6,0,120,42.59694,19.94556,9081,328,631219,13812
2020-06-11,Montenegro,Gusinje,3,0,3,0,120,42.56194,19.83389,4027,157,631219,13812
2020-06-12,Montenegro,Tuzi,37,0,37,0,148,42.365556,19.331389,12096,236,631219,13812
2020-06-12,Montenegro,Podgorica,164,4,160,0,148,42.441286,19.262892,185937,1399,631219,13812
2020-06-12,Montenegro,Bar,23,0,23,0,148,42.099998,19.1,42048,598,631219,13812
2020-06-12,Montenegro,Andrijevica,7,0,7,0,148,42.73389,19.79194,5071,283,631219,13812
2020-06-12,Montenegro,Herceg Novi,6,1,5,0,148,42.45295,18.531203,30864,235,631219,13812
2020-06-12,Montenegro,Budva,7,0,7,0,148,42.28639,18.84,19218,122,631219,13812
2020-06-12,Montenegro,Ulcinj,23,1,22,0,148,41.92936,19.22436,19921,255,631219,13812
2020-06-12,Montenegro,Danilovgrad,3,0,3,0,148,42.55384,19.14608,18472,501,631219,13812
2020-06-12,Montenegro,Tivat,3,0,3,0,148,42.43639,18.69611,14031,46,631219,13812
2020-06-12,Montenegro,Bijelo Polje,7,0,7,0,148,43.03834,19.74758,46051,924,631219,13812
2020-06-12,Montenegro,Nikšić,34,0,34,0,148,42.7731,18.94446,72443,2065,631219,13812
2020-06-12,Montenegro,Plav,7,1,6,0,148,42.59694,19.94556,9081,328,631219,13812
2020-06-12,Montenegro,Gusinje,3,0,3,0,148,42.56194,19.83389,4027,157,631219,13812
2020-06-13,Montenegro,Tuzi,37,0,37,0,NA,42.365556,19.331389,12096,236,631219,13812
2020-06-13,Montenegro,Podgorica,164,4,160,0,NA,42.441286,19.262892,185937,1399,631219,13812
2020-06-13,Montenegro,Bar,23,0,23,0,NA,42.099998,19.1,42048,598,631219,13812
2020-06-13,Montenegro,Andrijevica,7,0,7,0,NA,42.73389,19.79194,5071,283,631219,13812
2020-06-13,Montenegro,Herceg Novi,6,1,5,0,NA,42.45295,18.531203,30864,235,631219,13812
2020-06-13,Montenegro,Budva,7,0,7,0,NA,42.28639,18.84,19218,122,631219,13812
2020-06-13,Montenegro,Ulcinj,23,1,22,0,NA,41.92936,19.22436,19921,255,631219,13812
2020-06-13,Montenegro,Danilovgrad,3,0,3,0,NA,42.55384,19.14608,18472,501,631219,13812
2020-06-13,Montenegro,Tivat,3,0,3,0,NA,42.43639,18.69611,14031,46,631219,13812
2020-06-13,Montenegro,Bijelo Polje,7,0,7,0,NA,43.03834,19.74758,46051,924,631219,13812
2020-06-13,Montenegro,Nikšić,34,0,34,0,NA,42.7731,18.94446,72443,2065,631219,13812
2020-06-13,Montenegro,Plav,7,1,6,0,NA,42.59694,19.94556,9081,328,631219,13812
2020-06-13,Montenegro,Gusinje,3,0,3,0,NA,42.56194,19.83389,4027,157,631219,13812
2020-06-14,Montenegro,Tuzi,37,0,37,0,128,42.365556,19.331389,12096,236,631219,13812
2020-06-14,Montenegro,Podgorica,165,4,160,1,128,42.441286,19.262892,185937,1399,631219,13812
2020-06-14,Montenegro,Bar,23,0,23,0,128,42.099998,19.1,42048,598,631219,13812
2020-06-14,Montenegro,Andrijevica,7,0,7,0,128,42.73389,19.79194,5071,283,631219,13812
2020-06-14,Montenegro,Herceg Novi,6,1,5,0,128,42.45295,18.531203,30864,235,631219,13812
2020-06-14,Montenegro,Budva,8,0,7,1,128,42.28639,18.84,19218,122,631219,13812
2020-06-14,Montenegro,Ulcinj,23,1,22,0,128,41.92936,19.22436,19921,255,631219,13812
2020-06-14,Montenegro,Danilovgrad,3,0,3,0,128,42.55384,19.14608,18472,501,631219,13812
2020-06-14,Montenegro,Tivat,3,0,3,0,128,42.43639,18.69611,14031,46,631219,13812
2020-06-14,Montenegro,Bijelo Polje,7,0,7,0,128,43.03834,19.74758,46051,924,631219,13812
2020-06-14,Montenegro,Nikšić,34,0,34,0,128,42.7731,18.94446,72443,2065,631219,13812
2020-06-14,Montenegro,Plav,7,1,6,0,128,42.59694,19.94556,9081,328,631219,13812
2020-06-14,Montenegro,Gusinje,3,0,3,0,128,42.56194,19.83389,4027,157,631219,13812
2020-06-15,Montenegro,Tuzi,37,0,37,0,34,42.365556,19.331389,12096,236,631219,13812
2020-06-15,Montenegro,Podgorica,165,4,160,1,34,42.441286,19.262892,185937,1399,631219,13812
2020-06-15,Montenegro,Bar,23,0,23,0,34,42.099998,19.1,42048,598,631219,13812
2020-06-15,Montenegro,Andrijevica,7,0,7,0,34,42.73389,19.79194,5071,283,631219,13812
2020-06-15,Montenegro,Herceg Novi,6,1,5,0,34,42.45295,18.531203,30864,235,631219,13812
2020-06-15,Montenegro,Budva,8,0,7,1,34,42.28639,18.84,19218,122,631219,13812
2020-06-15,Montenegro,Ulcinj,23,1,22,0,34,41.92936,19.22436,19921,255,631219,13812
2020-06-15,Montenegro,Danilovgrad,3,0,3,0,34,42.55384,19.14608,18472,501,631219,13812
2020-06-15,Montenegro,Tivat,3,0,3,0,34,42.43639,18.69611,14031,46,631219,13812
2020-06-15,Montenegro,Bijelo Polje,7,0,7,0,34,43.03834,19.74758,46051,924,631219,13812
2020-06-15,Montenegro,Nikšić,34,0,34,0,34,42.7731,18.94446,72443,2065,631219,13812
2020-06-15,Montenegro,Plav,7,1,6,0,34,42.59694,19.94556,9081,328,631219,13812
2020-06-15,Montenegro,Gusinje,3,0,3,0,34,42.56194,19.83389,4027,157,631219,13812
2020-06-16,Montenegro,Tuzi,37,0,37,0,177,42.365556,19.331389,12096,236,631219,13812
2020-06-16,Montenegro,Podgorica,165,4,160,1,177,42.441286,19.262892,185937,1399,631219,13812
2020-06-16,Montenegro,Bar,23,0,23,0,177,42.099998,19.1,42048,598,631219,13812
2020-06-16,Montenegro,Andrijevica,7,0,7,0,177,42.73389,19.79194,5071,283,631219,13812
2020-06-16,Montenegro,Herceg Novi,6,1,5,0,177,42.45295,18.531203,30864,235,631219,13812
2020-06-16,Montenegro,Budva,8,0,7,1,177,42.28639,18.84,19218,122,631219,13812
2020-06-16,Montenegro,Ulcinj,23,1,22,0,177,41.92936,19.22436,19921,255,631219,13812
2020-06-16,Montenegro,Danilovgrad,3,0,3,0,177,42.55384,19.14608,18472,501,631219,13812
2020-06-16,Montenegro,Tivat,3,0,3,0,177,42.43639,18.69611,14031,46,631219,13812
2020-06-16,Montenegro,Bijelo Polje,7,0,7,0,177,43.03834,19.74758,46051,924,631219,13812
2020-06-16,Montenegro,Nikšić,34,0,34,0,177,42.7731,18.94446,72443,2065,631219,13812
2020-06-16,Montenegro,Plav,7,1,6,0,177,42.59694,19.94556,9081,328,631219,13812
2020-06-16,Montenegro,Gusinje,3,0,3,0,177,42.56194,19.83389,4027,157,631219,13812
2020-06-17,Montenegro,Tuzi,37,0,37,0,200,42.365556,19.331389,12096,236,631219,13812
2020-06-17,Montenegro,Podgorica,169,4,160,5,200,42.441286,19.262892,201631,1399,631219,13812
2020-06-17,Montenegro,Bar,23,0,23,0,200,42.099998,19.1,42048,598,631219,13812
2020-06-17,Montenegro,Andrijevica,7,0,7,0,200,42.73389,19.79194,4585,283,631219,13812
2020-06-17,Montenegro,Herceg Novi,6,1,5,0,200,42.45295,18.531203,30597,235,631219,13812
2020-06-17,Montenegro,Budva,8,0,7,1,200,42.28639,18.84,22061,122,631219,13812
2020-06-17,Montenegro,Ulcinj,23,1,22,0,200,41.92936,19.22436,20191,255,631219,13812
2020-06-17,Montenegro,Danilovgrad,3,0,3,0,200,42.55384,19.14608,18824,501,631219,13812
2020-06-17,Montenegro,Tivat,3,0,3,0,200,42.43639,18.69611,15069,46,631219,13812
2020-06-17,Montenegro,Bijelo Polje,7,0,7,0,200,43.03834,19.74758,42191,924,631219,13812
2020-06-17,Montenegro,Nikšić,34,0,34,0,200,42.7731,18.94446,69203,2065,631219,13812
2020-06-17,Montenegro,Plav,7,1,6,0,200,42.59694,19.94556,9081,328,631219,13812
2020-06-17,Montenegro,Gusinje,3,0,3,0,200,42.56194,19.83389,4027,157,631219,13812
2020-06-17,Montenegro,Cetinje,1,0,0,1,200,42.393097,18.911596,15181,899,631219,13812
2020-06-17,Montenegro,Rožaje,1,0,0,1,200,42.8333,20.1667,23024,432,631219,13812
2020-06-17,Montenegro,Berane,1,0,0,1,200,42.8425,19.87333,31874,544,631219,13812
2020-06-18,Montenegro,Tuzi,37,0,37,0,142,42.365556,19.331389,12096,236,631219,13812
2020-06-18,Montenegro,Podgorica,171,4,160,7,142,42.441286,19.262892,201631,1399,631219,13812
2020-06-18,Montenegro,Bar,23,0,23,0,142,42.099998,19.1,42048,598,631219,13812
2020-06-18,Montenegro,Andrijevica,7,0,7,0,142,42.73389,19.79194,4585,283,631219,13812
2020-06-18,Montenegro,Herceg Novi,6,1,5,0,142,42.45295,18.531203,30597,235,631219,13812
2020-06-18,Montenegro,Budva,9,0,7,2,142,42.28639,18.84,22061,122,631219,13812
2020-06-18,Montenegro,Ulcinj,23,1,22,0,142,41.92936,19.22436,20191,255,631219,13812
2020-06-18,Montenegro,Danilovgrad,3,0,3,0,142,42.55384,19.14608,18824,501,631219,13812
2020-06-18,Montenegro,Tivat,3,0,3,0,142,42.43639,18.69611,15069,46,631219,13812
2020-06-18,Montenegro,Bijelo Polje,7,0,7,0,142,43.03834,19.74758,42191,924,631219,13812
2020-06-18,Montenegro,Nikšić,34,0,34,0,142,42.7731,18.94446,69203,2065,631219,13812
2020-06-18,Montenegro,Plav,7,1,6,0,142,42.59694,19.94556,9081,328,631219,13812
2020-06-18,Montenegro,Gusinje,3,0,3,0,142,42.56194,19.83389,4027,157,631219,13812
2020-06-18,Montenegro,Cetinje,1,0,0,1,142,42.393097,18.911596,15181,899,631219,13812
2020-06-18,Montenegro,Rožaje,1,0,0,1,142,42.8333,20.1667,23024,432,631219,13812
2020-06-18,Montenegro,Berane,2,0,0,2,142,42.8425,19.87333,31874,544,631219,13812
2020-06-19,Montenegro,Tuzi,37,0,37,0,259,42.365556,19.331389,12096,236,631219,13812
2020-06-19,Montenegro,Podgorica,173,4,160,9,259,42.441286,19.262892,201631,1399,631219,13812
2020-06-19,Montenegro,Bar,24,0,23,1,259,42.099998,19.1,42048,598,631219,13812
2020-06-19,Montenegro,Andrijevica,7,0,7,0,259,42.73389,19.79194,4585,283,631219,13812
2020-06-19,Montenegro,Herceg Novi,6,1,5,0,259,42.45295,18.531203,30597,235,631219,13812
2020-06-19,Montenegro,Budva,9,0,7,2,259,42.28639,18.84,22061,122,631219,13812
2020-06-19,Montenegro,Ulcinj,24,1,22,1,259,41.92936,19.22436,20191,255,631219,13812
2020-06-19,Montenegro,Danilovgrad,3,0,3,0,259,42.55384,19.14608,18824,501,631219,13812
2020-06-19,Montenegro,Tivat,3,0,3,0,259,42.43639,18.69611,15069,46,631219,13812
2020-06-19,Montenegro,Bijelo Polje,7,0,7,0,259,43.03834,19.74758,42191,924,631219,13812
2020-06-19,Montenegro,Nikšić,34,0,34,0,259,42.7731,18.94446,69203,2065,631219,13812
2020-06-19,Montenegro,Plav,7,1,6,0,259,42.59694,19.94556,9081,328,631219,13812
2020-06-19,Montenegro,Gusinje,3,0,3,0,259,42.56194,19.83389,4027,157,631219,13812
2020-06-19,Montenegro,Cetinje,2,0,0,2,259,42.393097,18.911596,15181,899,631219,13812
2020-06-19,Montenegro,Rožaje,14,0,0,14,259,42.8333,20.1667,23024,432,631219,13812
2020-06-19,Montenegro,Berane,2,0,0,2,259,42.8425,19.87333,31874,544,631219,13812
2020-06-20,Montenegro,Tuzi,37,0,37,0,297,42.365556,19.331389,12096,236,631219,13812
2020-06-20,Montenegro,Podgorica,175,4,160,11,297,42.441286,19.262892,201631,1399,631219,13812
2020-06-20,Montenegro,Bar,24,0,23,1,297,42.099998,19.1,42048,598,631219,13812
2020-06-20,Montenegro,Andrijevica,7,0,7,0,297,42.73389,19.79194,4585,283,631219,13812
2020-06-20,Montenegro,Herceg Novi,6,1,5,0,297,42.45295,18.531203,30597,235,631219,13812
2020-06-20,Montenegro,Budva,9,0,7,2,297,42.28639,18.84,22061,122,631219,13812
2020-06-20,Montenegro,Ulcinj,24,1,22,1,297,41.92936,19.22436,20191,255,631219,13812
2020-06-20,Montenegro,Danilovgrad,3,0,3,0,297,42.55384,19.14608,18824,501,631219,13812
2020-06-20,Montenegro,Tivat,3,0,3,0,297,42.43639,18.69611,15069,46,631219,13812
2020-06-20,Montenegro,Bijelo Polje,8,0,7,1,297,43.03834,19.74758,42191,924,631219,13812
2020-06-20,Montenegro,Nikšić,34,0,34,0,297,42.7731,18.94446,69203,2065,631219,13812
2020-06-20,Montenegro,Plav,7,1,6,0,297,42.59694,19.94556,9081,328,631219,13812
2020-06-20,Montenegro,Gusinje,3,0,3,0,297,42.56194,19.83389,4027,157,631219,13812
2020-06-20,Montenegro,Cetinje,2,0,0,2,297,42.393097,18.911596,15181,899,631219,13812
2020-06-20,Montenegro,Rožaje,14,0,0,14,297,42.8333,20.1667,23024,432,631219,13812
2020-06-20,Montenegro,Berane,3,0,0,3,297,42.8425,19.87333,31874,544,631219,13812
2020-06-21,Montenegro,Tuzi,37,0,37,0,119,42.365556,19.331389,12096,236,631219,13812
2020-06-21,Montenegro,Podgorica,176,4,160,12,119,42.441286,19.262892,201631,1399,631219,13812
2020-06-21,Montenegro,Bar,24,0,23,1,119,42.099998,19.1,42048,598,631219,13812
2020-06-21,Montenegro,Andrijevica,7,0,7,0,119,42.73389,19.79194,4585,283,631219,13812
2020-06-21,Montenegro,Herceg Novi,6,1,5,0,119,42.45295,18.531203,30597,235,631219,13812
2020-06-21,Montenegro,Budva,10,0,7,3,119,42.28639,18.84,22061,122,631219,13812
2020-06-21,Montenegro,Ulcinj,24,1,22,1,119,41.92936,19.22436,20191,255,631219,13812
2020-06-21,Montenegro,Danilovgrad,4,0,3,1,119,42.55384,19.14608,18824,501,631219,13812
2020-06-21,Montenegro,Tivat,3,0,3,0,119,42.43639,18.69611,15069,46,631219,13812
2020-06-21,Montenegro,Bijelo Polje,8,0,7,1,119,43.03834,19.74758,42191,924,631219,13812
2020-06-21,Montenegro,Nikšić,34,0,34,0,119,42.7731,18.94446,69203,2065,631219,13812
2020-06-21,Montenegro,Plav,7,1,6,0,119,42.59694,19.94556,9081,328,631219,13812
2020-06-21,Montenegro,Gusinje,3,0,3,0,119,42.56194,19.83389,4027,157,631219,13812
2020-06-21,Montenegro,Cetinje,2,0,0,2,119,42.393097,18.911596,15181,899,631219,13812
2020-06-21,Montenegro,Rožaje,14,0,0,14,119,42.8333,20.1667,23024,432,631219,13812
2020-06-21,Montenegro,Berane,3,0,0,3,119,42.8425,19.87333,31874,544,631219,13812
2020-06-22,Montenegro,Tuzi,37,0,37,0,168,42.365556,19.331389,12096,236,631219,13812
2020-06-22,Montenegro,Podgorica,176,4,160,12,168,42.441286,19.262892,201631,1399,631219,13812
2020-06-22,Montenegro,Bar,25,0,23,2,168,42.099998,19.1,42048,598,631219,13812
2020-06-22,Montenegro,Andrijevica,7,0,7,0,168,42.73389,19.79194,4585,283,631219,13812
2020-06-22,Montenegro,Herceg Novi,6,1,5,0,168,42.45295,18.531203,30597,235,631219,13812
2020-06-22,Montenegro,Budva,10,0,7,3,168,42.28639,18.84,22061,122,631219,13812
2020-06-22,Montenegro,Ulcinj,26,1,22,3,168,41.92936,19.22436,20191,255,631219,13812
2020-06-22,Montenegro,Danilovgrad,4,0,3,1,168,42.55384,19.14608,18824,501,631219,13812
2020-06-22,Montenegro,Tivat,3,0,3,0,168,42.43639,18.69611,15069,46,631219,13812
2020-06-22,Montenegro,Bijelo Polje,8,0,7,1,168,43.03834,19.74758,42191,924,631219,13812
2020-06-22,Montenegro,Nikšić,34,0,34,0,168,42.7731,18.94446,69203,2065,631219,13812
2020-06-22,Montenegro,Plav,7,1,6,0,168,42.59694,19.94556,9081,328,631219,13812
2020-06-22,Montenegro,Gusinje,3,0,3,0,168,42.56194,19.83389,4027,157,631219,13812
2020-06-22,Montenegro,Cetinje,2,0,0,2,168,42.393097,18.911596,15181,899,631219,13812
2020-06-22,Montenegro,Rožaje,16,0,0,16,168,42.8333,20.1667,23024,432,631219,13812
2020-06-22,Montenegro,Berane,3,0,0,3,168,42.8425,19.87333,31874,544,631219,13812
2020-06-23,Montenegro,Tuzi,37,0,37,0,253,42.365556,19.331389,12096,236,631219,13812
2020-06-23,Montenegro,Podgorica,180,4,160,16,253,42.441286,19.262892,201631,1399,631219,13812
2020-06-23,Montenegro,Bar,26,0,23,3,253,42.099998,19.1,42048,598,631219,13812
2020-06-23,Montenegro,Andrijevica,7,0,7,0,253,42.73389,19.79194,4585,283,631219,13812
2020-06-23,Montenegro,Herceg Novi,6,1,5,0,253,42.45295,18.531203,30597,235,631219,13812
2020-06-23,Montenegro,Budva,10,0,7,3,253,42.28639,18.84,22061,122,631219,13812
2020-06-23,Montenegro,Ulcinj,26,1,22,3,253,41.92936,19.22436,20191,255,631219,13812
2020-06-23,Montenegro,Danilovgrad,4,0,3,1,253,42.55384,19.14608,18824,501,631219,13812
2020-06-23,Montenegro,Tivat,3,0,3,0,253,42.43639,18.69611,15069,46,631219,13812
2020-06-23,Montenegro,Bijelo Polje,11,0,7,4,253,43.03834,19.74758,42191,924,631219,13812
2020-06-23,Montenegro,Nikšić,34,0,34,0,253,42.7731,18.94446,69203,2065,631219,13812
2020-06-23,Montenegro,Plav,7,1,6,0,253,42.59694,19.94556,9081,328,631219,13812
2020-06-23,Montenegro,Gusinje,3,0,3,0,253,42.56194,19.83389,4027,157,631219,13812
2020-06-23,Montenegro,Cetinje,2,0,0,2,253,42.393097,18.911596,15181,899,631219,13812
2020-06-23,Montenegro,Rožaje,19,0,0,19,253,42.8333,20.1667,23024,432,631219,13812
2020-06-23,Montenegro,Berane,3,0,0,3,253,42.8425,19.87333,31874,544,631219,13812
2020-06-24,Montenegro,Tuzi,37,0,37,0,187,42.365556,19.331389,12096,236,631219,13812
2020-06-24,Montenegro,Podgorica,181,4,160,17,187,42.441286,19.262892,201631,1399,631219,13812
2020-06-24,Montenegro,Bar,26,0,23,3,187,42.099998,19.1,42048,598,631219,13812
